instrument_id,fitch_idr,fitch_rating_basis,fitch_industry,fitch_recovery,fitch_recovery_basis,source_reference
SYN-LN-00163,BB,development_proxy,,0.75,development_assumption,FICTIONAL DEVELOPMENT: copied S&P symbol as Fitch IDR-equivalency proxy; no Fitch rating or Appendix 5 review. Assumed first-lien facility is senior secured loan with no issue recovery opinion; United States Group 1; Fitch June 1 2026 Appendix 4 pp42-43 and Appendix 6 pp47-48 BBsf Strong fallback.
SYN-LN-00164,B,development_proxy,,0.75,development_assumption,FICTIONAL DEVELOPMENT: copied S&P symbol as Fitch IDR-equivalency proxy; no Fitch rating or Appendix 5 review. Assumed first-lien facility is senior secured loan with no issue recovery opinion; United States Group 1; Fitch June 1 2026 Appendix 4 pp42-43 and Appendix 6 pp47-48 BBsf Strong fallback.
SYN-LN-00165,B,development_proxy,,0.75,development_assumption,FICTIONAL DEVELOPMENT: copied S&P symbol as Fitch IDR-equivalency proxy; no Fitch rating or Appendix 5 review. Assumed first-lien facility is senior secured loan with no issue recovery opinion; United States Group 1; Fitch June 1 2026 Appendix 4 pp42-43 and Appendix 6 pp47-48 BBsf Strong fallback.
SYN-LN-00166,B,development_proxy,,0.75,development_assumption,FICTIONAL DEVELOPMENT: copied S&P symbol as Fitch IDR-equivalency proxy; no Fitch rating or Appendix 5 review. Assumed first-lien facility is senior secured loan with no issue recovery opinion; United States Group 1; Fitch June 1 2026 Appendix 4 pp42-43 and Appendix 6 pp47-48 BBsf Strong fallback.
SYN-LN-00167,B,development_proxy,,0.75,development_assumption,FICTIONAL DEVELOPMENT: copied S&P symbol as Fitch IDR-equivalency proxy; no Fitch rating or Appendix 5 review. Assumed first-lien facility is senior secured loan with no issue recovery opinion; United States Group 1; Fitch June 1 2026 Appendix 4 pp42-43 and Appendix 6 pp47-48 BBsf Strong fallback.
SYN-LN-00168,BB-,development_proxy,,0.65,development_assumption,FICTIONAL DEVELOPMENT: copied S&P symbol as Fitch IDR-equivalency proxy; no Fitch rating or Appendix 5 review. Assumed first-lien facility is senior secured loan with no issue recovery opinion; Luxembourg Group 2; Fitch June 1 2026 Appendix 4 pp42-43 and Appendix 6 pp47-48 BBsf Strong fallback.
SYN-LN-00169,B+,development_proxy,,0.75,development_assumption,FICTIONAL DEVELOPMENT: copied S&P symbol as Fitch IDR-equivalency proxy; no Fitch rating or Appendix 5 review. Assumed first-lien facility is senior secured loan with no issue recovery opinion; United States Group 1; Fitch June 1 2026 Appendix 4 pp42-43 and Appendix 6 pp47-48 BBsf Strong fallback.
SYN-LN-00170,B+,development_proxy,,0.75,development_assumption,FICTIONAL DEVELOPMENT: copied S&P symbol as Fitch IDR-equivalency proxy; no Fitch rating or Appendix 5 review. Assumed first-lien facility is senior secured loan with no issue recovery opinion; United States Group 1; Fitch June 1 2026 Appendix 4 pp42-43 and Appendix 6 pp47-48 BBsf Strong fallback.
SYN-LN-00171,B-,development_proxy,,0.75,development_assumption,FICTIONAL DEVELOPMENT: copied S&P symbol as Fitch IDR-equivalency proxy; no Fitch rating or Appendix 5 review. Assumed first-lien facility is senior secured loan with no issue recovery opinion; United States Group 1; Fitch June 1 2026 Appendix 4 pp42-43 and Appendix 6 pp47-48 BBsf Strong fallback.
SYN-LN-00172,B-,development_proxy,,0.75,development_assumption,FICTIONAL DEVELOPMENT: copied S&P symbol as Fitch IDR-equivalency proxy; no Fitch rating or Appendix 5 review. Assumed first-lien facility is senior secured loan with no issue recovery opinion; United States Group 1; Fitch June 1 2026 Appendix 4 pp42-43 and Appendix 6 pp47-48 BBsf Strong fallback.
SYN-LN-00173,B,development_proxy,,0.75,development_assumption,FICTIONAL DEVELOPMENT: copied S&P symbol as Fitch IDR-equivalency proxy; no Fitch rating or Appendix 5 review. Assumed first-lien facility is senior secured loan with no issue recovery opinion; United States Group 1; Fitch June 1 2026 Appendix 4 pp42-43 and Appendix 6 pp47-48 BBsf Strong fallback.
SYN-LN-00174,B-,development_proxy,,0.75,development_assumption,FICTIONAL DEVELOPMENT: copied S&P symbol as Fitch IDR-equivalency proxy; no Fitch rating or Appendix 5 review. Assumed first-lien facility is senior secured loan with no issue recovery opinion; United States Group 1; Fitch June 1 2026 Appendix 4 pp42-43 and Appendix 6 pp47-48 BBsf Strong fallback.
SYN-LN-00175,B+,development_proxy,,0.75,development_assumption,FICTIONAL DEVELOPMENT: copied S&P symbol as Fitch IDR-equivalency proxy; no Fitch rating or Appendix 5 review. Assumed first-lien facility is senior secured loan with no issue recovery opinion; United States Group 1; Fitch June 1 2026 Appendix 4 pp42-43 and Appendix 6 pp47-48 BBsf Strong fallback.
SYN-LN-00176,B,development_proxy,,0.75,development_assumption,FICTIONAL DEVELOPMENT: copied S&P symbol as Fitch IDR-equivalency proxy; no Fitch rating or Appendix 5 review. Assumed first-lien facility is senior secured loan with no issue recovery opinion; United States Group 1; Fitch June 1 2026 Appendix 4 pp42-43 and Appendix 6 pp47-48 BBsf Strong fallback.
SYN-LN-00177,B+,development_proxy,,0.75,development_assumption,FICTIONAL DEVELOPMENT: copied S&P symbol as Fitch IDR-equivalency proxy; no Fitch rating or Appendix 5 review. Assumed first-lien facility is senior secured loan with no issue recovery opinion; United States Group 1; Fitch June 1 2026 Appendix 4 pp42-43 and Appendix 6 pp47-48 BBsf Strong fallback.
SYN-LN-00178,BB,development_proxy,,0.75,development_assumption,FICTIONAL DEVELOPMENT: copied S&P symbol as Fitch IDR-equivalency proxy; no Fitch rating or Appendix 5 review. Assumed first-lien facility is senior secured loan with no issue recovery opinion; United States Group 1; Fitch June 1 2026 Appendix 4 pp42-43 and Appendix 6 pp47-48 BBsf Strong fallback.
SYN-LN-00179,B-,development_proxy,,0.75,development_assumption,FICTIONAL DEVELOPMENT: copied S&P symbol as Fitch IDR-equivalency proxy; no Fitch rating or Appendix 5 review. Assumed first-lien facility is senior secured loan with no issue recovery opinion; United States Group 1; Fitch June 1 2026 Appendix 4 pp42-43 and Appendix 6 pp47-48 BBsf Strong fallback.
SYN-LN-00180,BBB+,development_proxy,,0.65,development_assumption,FICTIONAL DEVELOPMENT: copied S&P symbol as Fitch IDR-equivalency proxy; no Fitch rating or Appendix 5 review. Assumed first-lien facility is senior secured loan with no issue recovery opinion; United Kingdom Group 2; Fitch June 1 2026 Appendix 4 pp42-43 and Appendix 6 pp47-48 BBsf Strong fallback.
SYN-LN-00181,B,development_proxy,,0.75,development_assumption,FICTIONAL DEVELOPMENT: copied S&P symbol as Fitch IDR-equivalency proxy; no Fitch rating or Appendix 5 review. Assumed first-lien facility is senior secured loan with no issue recovery opinion; United States Group 1; Fitch June 1 2026 Appendix 4 pp42-43 and Appendix 6 pp47-48 BBsf Strong fallback.
SYN-LN-00182,B+,development_proxy,,0.75,development_assumption,FICTIONAL DEVELOPMENT: copied S&P symbol as Fitch IDR-equivalency proxy; no Fitch rating or Appendix 5 review. Assumed first-lien facility is senior secured loan with no issue recovery opinion; United States Group 1; Fitch June 1 2026 Appendix 4 pp42-43 and Appendix 6 pp47-48 BBsf Strong fallback.
SYN-LN-00183,B+,development_proxy,,0.75,development_assumption,FICTIONAL DEVELOPMENT: copied S&P symbol as Fitch IDR-equivalency proxy; no Fitch rating or Appendix 5 review. Assumed first-lien facility is senior secured loan with no issue recovery opinion; United States Group 1; Fitch June 1 2026 Appendix 4 pp42-43 and Appendix 6 pp47-48 BBsf Strong fallback.
SYN-LN-00184,BB-,development_proxy,,0.75,development_assumption,FICTIONAL DEVELOPMENT: copied S&P symbol as Fitch IDR-equivalency proxy; no Fitch rating or Appendix 5 review. Assumed first-lien facility is senior secured loan with no issue recovery opinion; United States Group 1; Fitch June 1 2026 Appendix 4 pp42-43 and Appendix 6 pp47-48 BBsf Strong fallback.
SYN-LN-00185,BBB-,development_proxy,,0.75,development_assumption,FICTIONAL DEVELOPMENT: copied S&P symbol as Fitch IDR-equivalency proxy; no Fitch rating or Appendix 5 review. Assumed first-lien facility is senior secured loan with no issue recovery opinion; Canada Group 1; Fitch June 1 2026 Appendix 4 pp42-43 and Appendix 6 pp47-48 BBsf Strong fallback.
SYN-LN-00186,B+,development_proxy,,0.75,development_assumption,FICTIONAL DEVELOPMENT: copied S&P symbol as Fitch IDR-equivalency proxy; no Fitch rating or Appendix 5 review. Assumed first-lien facility is senior secured loan with no issue recovery opinion; United States Group 1; Fitch June 1 2026 Appendix 4 pp42-43 and Appendix 6 pp47-48 BBsf Strong fallback.
SYN-LN-00187,B,development_proxy,,0.75,development_assumption,FICTIONAL DEVELOPMENT: copied S&P symbol as Fitch IDR-equivalency proxy; no Fitch rating or Appendix 5 review. Assumed first-lien facility is senior secured loan with no issue recovery opinion; United States Group 1; Fitch June 1 2026 Appendix 4 pp42-43 and Appendix 6 pp47-48 BBsf Strong fallback.
SYN-LN-00188,BB-,development_proxy,,0.75,development_assumption,FICTIONAL DEVELOPMENT: copied S&P symbol as Fitch IDR-equivalency proxy; no Fitch rating or Appendix 5 review. Assumed first-lien facility is senior secured loan with no issue recovery opinion; United States Group 1; Fitch June 1 2026 Appendix 4 pp42-43 and Appendix 6 pp47-48 BBsf Strong fallback.
SYN-LN-00189,B-,development_proxy,,0.75,development_assumption,FICTIONAL DEVELOPMENT: copied S&P symbol as Fitch IDR-equivalency proxy; no Fitch rating or Appendix 5 review. Assumed first-lien facility is senior secured loan with no issue recovery opinion; United States Group 1; Fitch June 1 2026 Appendix 4 pp42-43 and Appendix 6 pp47-48 BBsf Strong fallback.
SYN-LN-00190,B,development_proxy,,0.75,development_assumption,FICTIONAL DEVELOPMENT: copied S&P symbol as Fitch IDR-equivalency proxy; no Fitch rating or Appendix 5 review. Assumed first-lien facility is senior secured loan with no issue recovery opinion; United States Group 1; Fitch June 1 2026 Appendix 4 pp42-43 and Appendix 6 pp47-48 BBsf Strong fallback.
SYN-LN-00191,B-,development_proxy,,0.75,development_assumption,FICTIONAL DEVELOPMENT: copied S&P symbol as Fitch IDR-equivalency proxy; no Fitch rating or Appendix 5 review. Assumed first-lien facility is senior secured loan with no issue recovery opinion; United States Group 1; Fitch June 1 2026 Appendix 4 pp42-43 and Appendix 6 pp47-48 BBsf Strong fallback.
SYN-LN-00192,BB+,development_proxy,,0.65,development_assumption,FICTIONAL DEVELOPMENT: copied S&P symbol as Fitch IDR-equivalency proxy; no Fitch rating or Appendix 5 review. Assumed first-lien facility is senior secured loan with no issue recovery opinion; United Kingdom Group 2; Fitch June 1 2026 Appendix 4 pp42-43 and Appendix 6 pp47-48 BBsf Strong fallback.
SYN-LN-00193,B,development_proxy,,0.75,development_assumption,FICTIONAL DEVELOPMENT: copied S&P symbol as Fitch IDR-equivalency proxy; no Fitch rating or Appendix 5 review. Assumed first-lien facility is senior secured loan with no issue recovery opinion; United States Group 1; Fitch June 1 2026 Appendix 4 pp42-43 and Appendix 6 pp47-48 BBsf Strong fallback.
SYN-LN-00194,B,development_proxy,,0.75,development_assumption,FICTIONAL DEVELOPMENT: copied S&P symbol as Fitch IDR-equivalency proxy; no Fitch rating or Appendix 5 review. Assumed first-lien facility is senior secured loan with no issue recovery opinion; United States Group 1; Fitch June 1 2026 Appendix 4 pp42-43 and Appendix 6 pp47-48 BBsf Strong fallback.
SYN-LN-00195,B,development_proxy,,0.75,development_assumption,FICTIONAL DEVELOPMENT: copied S&P symbol as Fitch IDR-equivalency proxy; no Fitch rating or Appendix 5 review. Assumed first-lien facility is senior secured loan with no issue recovery opinion; United States Group 1; Fitch June 1 2026 Appendix 4 pp42-43 and Appendix 6 pp47-48 BBsf Strong fallback.
SYN-LN-00196,B+,development_proxy,,0.75,development_assumption,FICTIONAL DEVELOPMENT: copied S&P symbol as Fitch IDR-equivalency proxy; no Fitch rating or Appendix 5 review. Assumed first-lien facility is senior secured loan with no issue recovery opinion; United States Group 1; Fitch June 1 2026 Appendix 4 pp42-43 and Appendix 6 pp47-48 BBsf Strong fallback.
SYN-LN-00197,B+,development_proxy,,0.75,development_assumption,FICTIONAL DEVELOPMENT: copied S&P symbol as Fitch IDR-equivalency proxy; no Fitch rating or Appendix 5 review. Assumed first-lien facility is senior secured loan with no issue recovery opinion; United States Group 1; Fitch June 1 2026 Appendix 4 pp42-43 and Appendix 6 pp47-48 BBsf Strong fallback.
SYN-LN-00198,BB-,development_proxy,,0.75,development_assumption,FICTIONAL DEVELOPMENT: copied S&P symbol as Fitch IDR-equivalency proxy; no Fitch rating or Appendix 5 review. Assumed first-lien facility is senior secured loan with no issue recovery opinion; United States Group 1; Fitch June 1 2026 Appendix 4 pp42-43 and Appendix 6 pp47-48 BBsf Strong fallback.
SYN-LN-00199,B-,development_proxy,,0.75,development_assumption,FICTIONAL DEVELOPMENT: copied S&P symbol as Fitch IDR-equivalency proxy; no Fitch rating or Appendix 5 review. Assumed first-lien facility is senior secured loan with no issue recovery opinion; United States Group 1; Fitch June 1 2026 Appendix 4 pp42-43 and Appendix 6 pp47-48 BBsf Strong fallback.
SYN-LN-00200,B+,development_proxy,,0.75,development_assumption,FICTIONAL DEVELOPMENT: copied S&P symbol as Fitch IDR-equivalency proxy; no Fitch rating or Appendix 5 review. Assumed first-lien facility is senior secured loan with no issue recovery opinion; United States Group 1; Fitch June 1 2026 Appendix 4 pp42-43 and Appendix 6 pp47-48 BBsf Strong fallback.
SYN-LN-00201,B-,development_proxy,,0.75,development_assumption,FICTIONAL DEVELOPMENT: copied S&P symbol as Fitch IDR-equivalency proxy; no Fitch rating or Appendix 5 review. Assumed first-lien facility is senior secured loan with no issue recovery opinion; United States Group 1; Fitch June 1 2026 Appendix 4 pp42-43 and Appendix 6 pp47-48 BBsf Strong fallback.
SYN-LN-00202,BB-,development_proxy,,0.75,development_assumption,FICTIONAL DEVELOPMENT: copied S&P symbol as Fitch IDR-equivalency proxy; no Fitch rating or Appendix 5 review. Assumed first-lien facility is senior secured loan with no issue recovery opinion; United States Group 1; Fitch June 1 2026 Appendix 4 pp42-43 and Appendix 6 pp47-48 BBsf Strong fallback.
SYN-LN-00203,B-,development_proxy,,0.75,development_assumption,FICTIONAL DEVELOPMENT: copied S&P symbol as Fitch IDR-equivalency proxy; no Fitch rating or Appendix 5 review. Assumed first-lien facility is senior secured loan with no issue recovery opinion; United States Group 1; Fitch June 1 2026 Appendix 4 pp42-43 and Appendix 6 pp47-48 BBsf Strong fallback.
SYN-LN-00204,B-,development_proxy,,0.75,development_assumption,FICTIONAL DEVELOPMENT: copied S&P symbol as Fitch IDR-equivalency proxy; no Fitch rating or Appendix 5 review. Assumed first-lien facility is senior secured loan with no issue recovery opinion; United States Group 1; Fitch June 1 2026 Appendix 4 pp42-43 and Appendix 6 pp47-48 BBsf Strong fallback.
SYN-LN-00205,B,development_proxy,,0.75,development_assumption,FICTIONAL DEVELOPMENT: copied S&P symbol as Fitch IDR-equivalency proxy; no Fitch rating or Appendix 5 review. Assumed first-lien facility is senior secured loan with no issue recovery opinion; United States Group 1; Fitch June 1 2026 Appendix 4 pp42-43 and Appendix 6 pp47-48 BBsf Strong fallback.
SYN-LN-00206,B-,development_proxy,,0.75,development_assumption,FICTIONAL DEVELOPMENT: copied S&P symbol as Fitch IDR-equivalency proxy; no Fitch rating or Appendix 5 review. Assumed first-lien facility is senior secured loan with no issue recovery opinion; United States Group 1; Fitch June 1 2026 Appendix 4 pp42-43 and Appendix 6 pp47-48 BBsf Strong fallback.
SYN-LN-00207,BB,development_proxy,,0.75,development_assumption,FICTIONAL DEVELOPMENT: copied S&P symbol as Fitch IDR-equivalency proxy; no Fitch rating or Appendix 5 review. Assumed first-lien facility is senior secured loan with no issue recovery opinion; United States Group 1; Fitch June 1 2026 Appendix 4 pp42-43 and Appendix 6 pp47-48 BBsf Strong fallback.
SYN-LN-00208,B,development_proxy,,,,FICTIONAL DEVELOPMENT: copied S&P symbol as Fitch IDR-equivalency proxy; no Fitch rating or Appendix 5 review.
SYN-LN-00209,B,development_proxy,,0.75,development_assumption,FICTIONAL DEVELOPMENT: copied S&P symbol as Fitch IDR-equivalency proxy; no Fitch rating or Appendix 5 review. Assumed first-lien facility is senior secured loan with no issue recovery opinion; United States Group 1; Fitch June 1 2026 Appendix 4 pp42-43 and Appendix 6 pp47-48 BBsf Strong fallback.
SYN-LN-00210,BB,development_proxy,,0.75,development_assumption,FICTIONAL DEVELOPMENT: copied S&P symbol as Fitch IDR-equivalency proxy; no Fitch rating or Appendix 5 review. Assumed first-lien facility is senior secured loan with no issue recovery opinion; Canada Group 1; Fitch June 1 2026 Appendix 4 pp42-43 and Appendix 6 pp47-48 BBsf Strong fallback.
SYN-LN-00211,B,development_proxy,,0.75,development_assumption,FICTIONAL DEVELOPMENT: copied S&P symbol as Fitch IDR-equivalency proxy; no Fitch rating or Appendix 5 review. Assumed first-lien facility is senior secured loan with no issue recovery opinion; United States Group 1; Fitch June 1 2026 Appendix 4 pp42-43 and Appendix 6 pp47-48 BBsf Strong fallback.
SYN-LN-00212,BB,development_proxy,,0.75,development_assumption,FICTIONAL DEVELOPMENT: copied S&P symbol as Fitch IDR-equivalency proxy; no Fitch rating or Appendix 5 review. Assumed first-lien facility is senior secured loan with no issue recovery opinion; United States Group 1; Fitch June 1 2026 Appendix 4 pp42-43 and Appendix 6 pp47-48 BBsf Strong fallback.
SYN-LN-00213,B-,development_proxy,,0.75,development_assumption,FICTIONAL DEVELOPMENT: copied S&P symbol as Fitch IDR-equivalency proxy; no Fitch rating or Appendix 5 review. Assumed first-lien facility is senior secured loan with no issue recovery opinion; Canada Group 1; Fitch June 1 2026 Appendix 4 pp42-43 and Appendix 6 pp47-48 BBsf Strong fallback.
SYN-LN-00214,B,development_proxy,,0.65,development_assumption,FICTIONAL DEVELOPMENT: copied S&P symbol as Fitch IDR-equivalency proxy; no Fitch rating or Appendix 5 review. Assumed first-lien facility is senior secured loan with no issue recovery opinion; Luxembourg Group 2; Fitch June 1 2026 Appendix 4 pp42-43 and Appendix 6 pp47-48 BBsf Strong fallback.
SYN-LN-00215,BB+,development_proxy,,0.75,development_assumption,FICTIONAL DEVELOPMENT: copied S&P symbol as Fitch IDR-equivalency proxy; no Fitch rating or Appendix 5 review. Assumed first-lien facility is senior secured loan with no issue recovery opinion; United States Group 1; Fitch June 1 2026 Appendix 4 pp42-43 and Appendix 6 pp47-48 BBsf Strong fallback.
SYN-LN-00216,B+,development_proxy,,,,FICTIONAL DEVELOPMENT: copied S&P symbol as Fitch IDR-equivalency proxy; no Fitch rating or Appendix 5 review.
SYN-LN-00217,B+,development_proxy,,0.75,development_assumption,FICTIONAL DEVELOPMENT: copied S&P symbol as Fitch IDR-equivalency proxy; no Fitch rating or Appendix 5 review. Assumed first-lien facility is senior secured loan with no issue recovery opinion; United States Group 1; Fitch June 1 2026 Appendix 4 pp42-43 and Appendix 6 pp47-48 BBsf Strong fallback.
SYN-LN-00218,BB+,development_proxy,,0.75,development_assumption,FICTIONAL DEVELOPMENT: copied S&P symbol as Fitch IDR-equivalency proxy; no Fitch rating or Appendix 5 review. Assumed first-lien facility is senior secured loan with no issue recovery opinion; United States Group 1; Fitch June 1 2026 Appendix 4 pp42-43 and Appendix 6 pp47-48 BBsf Strong fallback.
SYN-LN-00219,B-,development_proxy,,0.75,development_assumption,FICTIONAL DEVELOPMENT: copied S&P symbol as Fitch IDR-equivalency proxy; no Fitch rating or Appendix 5 review. Assumed first-lien facility is senior secured loan with no issue recovery opinion; United States Group 1; Fitch June 1 2026 Appendix 4 pp42-43 and Appendix 6 pp47-48 BBsf Strong fallback.
SYN-LN-00220,B-,development_proxy,,0.75,development_assumption,FICTIONAL DEVELOPMENT: copied S&P symbol as Fitch IDR-equivalency proxy; no Fitch rating or Appendix 5 review. Assumed first-lien facility is senior secured loan with no issue recovery opinion; United States Group 1; Fitch June 1 2026 Appendix 4 pp42-43 and Appendix 6 pp47-48 BBsf Strong fallback.
SYN-LN-00221,BBB+,development_proxy,,0.75,development_assumption,FICTIONAL DEVELOPMENT: copied S&P symbol as Fitch IDR-equivalency proxy; no Fitch rating or Appendix 5 review. Assumed first-lien facility is senior secured loan with no issue recovery opinion; Canada Group 1; Fitch June 1 2026 Appendix 4 pp42-43 and Appendix 6 pp47-48 BBsf Strong fallback.
SYN-LN-00222,BB-,development_proxy,,0.75,development_assumption,FICTIONAL DEVELOPMENT: copied S&P symbol as Fitch IDR-equivalency proxy; no Fitch rating or Appendix 5 review. Assumed first-lien facility is senior secured loan with no issue recovery opinion; United States Group 1; Fitch June 1 2026 Appendix 4 pp42-43 and Appendix 6 pp47-48 BBsf Strong fallback.
SYN-LN-00223,B,development_proxy,,0.75,development_assumption,FICTIONAL DEVELOPMENT: copied S&P symbol as Fitch IDR-equivalency proxy; no Fitch rating or Appendix 5 review. Assumed first-lien facility is senior secured loan with no issue recovery opinion; United States Group 1; Fitch June 1 2026 Appendix 4 pp42-43 and Appendix 6 pp47-48 BBsf Strong fallback.
SYN-LN-00224,BB-,development_proxy,,0.75,development_assumption,FICTIONAL DEVELOPMENT: copied S&P symbol as Fitch IDR-equivalency proxy; no Fitch rating or Appendix 5 review. Assumed first-lien facility is senior secured loan with no issue recovery opinion; United States Group 1; Fitch June 1 2026 Appendix 4 pp42-43 and Appendix 6 pp47-48 BBsf Strong fallback.
SYN-LN-00225,B,development_proxy,,0.75,development_assumption,FICTIONAL DEVELOPMENT: copied S&P symbol as Fitch IDR-equivalency proxy; no Fitch rating or Appendix 5 review. Assumed first-lien facility is senior secured loan with no issue recovery opinion; United States Group 1; Fitch June 1 2026 Appendix 4 pp42-43 and Appendix 6 pp47-48 BBsf Strong fallback.
SYN-LN-00226,B,development_proxy,,0.75,development_assumption,FICTIONAL DEVELOPMENT: copied S&P symbol as Fitch IDR-equivalency proxy; no Fitch rating or Appendix 5 review. Assumed first-lien facility is senior secured loan with no issue recovery opinion; United States Group 1; Fitch June 1 2026 Appendix 4 pp42-43 and Appendix 6 pp47-48 BBsf Strong fallback.
SYN-LN-00227,B+,development_proxy,,0.75,development_assumption,FICTIONAL DEVELOPMENT: copied S&P symbol as Fitch IDR-equivalency proxy; no Fitch rating or Appendix 5 review. Assumed first-lien facility is senior secured loan with no issue recovery opinion; United States Group 1; Fitch June 1 2026 Appendix 4 pp42-43 and Appendix 6 pp47-48 BBsf Strong fallback.
SYN-LN-00228,B-,development_proxy,,0.75,development_assumption,FICTIONAL DEVELOPMENT: copied S&P symbol as Fitch IDR-equivalency proxy; no Fitch rating or Appendix 5 review. Assumed first-lien facility is senior secured loan with no issue recovery opinion; United States Group 1; Fitch June 1 2026 Appendix 4 pp42-43 and Appendix 6 pp47-48 BBsf Strong fallback.
SYN-LN-00229,B-,development_proxy,,0.75,development_assumption,FICTIONAL DEVELOPMENT: copied S&P symbol as Fitch IDR-equivalency proxy; no Fitch rating or Appendix 5 review. Assumed first-lien facility is senior secured loan with no issue recovery opinion; United States Group 1; Fitch June 1 2026 Appendix 4 pp42-43 and Appendix 6 pp47-48 BBsf Strong fallback.
SYN-LN-00230,BB,development_proxy,,0.65,development_assumption,FICTIONAL DEVELOPMENT: copied S&P symbol as Fitch IDR-equivalency proxy; no Fitch rating or Appendix 5 review. Assumed first-lien facility is senior secured loan with no issue recovery opinion; United Kingdom Group 2; Fitch June 1 2026 Appendix 4 pp42-43 and Appendix 6 pp47-48 BBsf Strong fallback.
SYN-LN-00231,B-,development_proxy,,0.75,development_assumption,FICTIONAL DEVELOPMENT: copied S&P symbol as Fitch IDR-equivalency proxy; no Fitch rating or Appendix 5 review. Assumed first-lien facility is senior secured loan with no issue recovery opinion; United States Group 1; Fitch June 1 2026 Appendix 4 pp42-43 and Appendix 6 pp47-48 BBsf Strong fallback.
SYN-LN-00232,BB-,development_proxy,,0.75,development_assumption,FICTIONAL DEVELOPMENT: copied S&P symbol as Fitch IDR-equivalency proxy; no Fitch rating or Appendix 5 review. Assumed first-lien facility is senior secured loan with no issue recovery opinion; United States Group 1; Fitch June 1 2026 Appendix 4 pp42-43 and Appendix 6 pp47-48 BBsf Strong fallback.
SYN-LN-00233,BB-,development_proxy,,0.75,development_assumption,FICTIONAL DEVELOPMENT: copied S&P symbol as Fitch IDR-equivalency proxy; no Fitch rating or Appendix 5 review. Assumed first-lien facility is senior secured loan with no issue recovery opinion; United States Group 1; Fitch June 1 2026 Appendix 4 pp42-43 and Appendix 6 pp47-48 BBsf Strong fallback.
SYN-LN-00234,BB-,development_proxy,,0.65,development_assumption,FICTIONAL DEVELOPMENT: copied S&P symbol as Fitch IDR-equivalency proxy; no Fitch rating or Appendix 5 review. Assumed first-lien facility is senior secured loan with no issue recovery opinion; United Kingdom Group 2; Fitch June 1 2026 Appendix 4 pp42-43 and Appendix 6 pp47-48 BBsf Strong fallback.
SYN-LN-00235,B,development_proxy,,0.75,development_assumption,FICTIONAL DEVELOPMENT: copied S&P symbol as Fitch IDR-equivalency proxy; no Fitch rating or Appendix 5 review. Assumed first-lien facility is senior secured loan with no issue recovery opinion; United States Group 1; Fitch June 1 2026 Appendix 4 pp42-43 and Appendix 6 pp47-48 BBsf Strong fallback.
SYN-LN-00236,BB+,development_proxy,,0.75,development_assumption,FICTIONAL DEVELOPMENT: copied S&P symbol as Fitch IDR-equivalency proxy; no Fitch rating or Appendix 5 review. Assumed first-lien facility is senior secured loan with no issue recovery opinion; United States Group 1; Fitch June 1 2026 Appendix 4 pp42-43 and Appendix 6 pp47-48 BBsf Strong fallback.
SYN-LN-00237,BB-,development_proxy,,0.75,development_assumption,FICTIONAL DEVELOPMENT: copied S&P symbol as Fitch IDR-equivalency proxy; no Fitch rating or Appendix 5 review. Assumed first-lien facility is senior secured loan with no issue recovery opinion; United States Group 1; Fitch June 1 2026 Appendix 4 pp42-43 and Appendix 6 pp47-48 BBsf Strong fallback.
SYN-LN-00238,B+,development_proxy,,0.75,development_assumption,FICTIONAL DEVELOPMENT: copied S&P symbol as Fitch IDR-equivalency proxy; no Fitch rating or Appendix 5 review. Assumed first-lien facility is senior secured loan with no issue recovery opinion; United States Group 1; Fitch June 1 2026 Appendix 4 pp42-43 and Appendix 6 pp47-48 BBsf Strong fallback.
SYN-LN-00239,BBB-,development_proxy,,0.65,development_assumption,FICTIONAL DEVELOPMENT: copied S&P symbol as Fitch IDR-equivalency proxy; no Fitch rating or Appendix 5 review. Assumed first-lien facility is senior secured loan with no issue recovery opinion; Ireland Group 2; Fitch June 1 2026 Appendix 4 pp42-43 and Appendix 6 pp47-48 BBsf Strong fallback.
SYN-LN-00240,B,development_proxy,,0.75,development_assumption,FICTIONAL DEVELOPMENT: copied S&P symbol as Fitch IDR-equivalency proxy; no Fitch rating or Appendix 5 review. Assumed first-lien facility is senior secured loan with no issue recovery opinion; United States Group 1; Fitch June 1 2026 Appendix 4 pp42-43 and Appendix 6 pp47-48 BBsf Strong fallback.
SYN-LN-00241,B,development_proxy,,0.75,development_assumption,FICTIONAL DEVELOPMENT: copied S&P symbol as Fitch IDR-equivalency proxy; no Fitch rating or Appendix 5 review. Assumed first-lien facility is senior secured loan with no issue recovery opinion; United States Group 1; Fitch June 1 2026 Appendix 4 pp42-43 and Appendix 6 pp47-48 BBsf Strong fallback.
SYN-LN-00242,B,development_proxy,,0.75,development_assumption,FICTIONAL DEVELOPMENT: copied S&P symbol as Fitch IDR-equivalency proxy; no Fitch rating or Appendix 5 review. Assumed first-lien facility is senior secured loan with no issue recovery opinion; United States Group 1; Fitch June 1 2026 Appendix 4 pp42-43 and Appendix 6 pp47-48 BBsf Strong fallback.
SYN-LN-00243,B-,development_proxy,,0.75,development_assumption,FICTIONAL DEVELOPMENT: copied S&P symbol as Fitch IDR-equivalency proxy; no Fitch rating or Appendix 5 review. Assumed first-lien facility is senior secured loan with no issue recovery opinion; United States Group 1; Fitch June 1 2026 Appendix 4 pp42-43 and Appendix 6 pp47-48 BBsf Strong fallback.
